alpha_gluon beta_gluon alpha_up beta_up epsilon_up gamma_up alpha_down beta_down epsilon_down gamma_down norm_sigma alpha_sigma beta_sigma
1.519528120126670823e+00 1.225631801596417242e-01 8.079118925433061982e-01 6.534791540379522035e-01 3.643077381220882760e-02 2.525594555613982717e+00 3.106456044827435203e+00 1.291663143807476877e-01 3.219073347287062958e+00 9.798917152480393078e-01 2.751667614161628084e+00 2.100194060549481545e+00 2.381409103691508822e+00
1.168138716903627694e+00 1.376036473456366538e-01 2.192260921126596873e+00 5.644938346534317253e-01 1.256440793184114613e+00 1.610126175182346797e+00 7.523465341686340624e-01 3.370119275485534693e+00 1.861714172669146183e+00 6.594989581549040025e-01 5.606825975313454308e-02 3.049305851059126216e+00 3.282180691923231919e+00
1.354303100544880012e+00 8.945876010648812215e-02 2.925620680139940366e-01 2.799893388465204858e+00 3.189737862778497579e+00 9.025289921488522937e-01 2.055821794321321505e+00 2.426667400756350457e+00 2.771667033946364711e+00 9.503557449113312350e-01 3.145789062007334547e+00 1.229142906357898690e+00 8.971185526804078547e-01
1.277416627370898450e+00 1.576479600680302240e-01 2.315830197597504636e+00 2.182837100628449711e+00 2.568403300622383423e+00 1.409521826417516444e+00 3.320664150151744209e+00 2.498446293210499825e+00 2.523628941197331610e+00 2.207126433148950267e-02 3.140654015631567653e+00 1.734198683569711408e+00 2.387259543928732963e+00
1.295456116144336534e+00 1.545724372133636393e-01 6.291693373925875132e-01 1.864486929831254525e+00 2.065355809554266120e+00 1.243940699723222965e+00 1.206429574880166333e+00 1.050752647015987584e+00 2.606170301582486637e+00 1.823131947598206626e+00 2.194552090594200866e+00 1.494811211615524549e+00 1.200047481843785180e+00
1.190704917169811194e+00 1.498443735508906138e-01 1.277331878927598030e+00 1.485507328320850196e+00 2.283876150790222770e+00 2.657644169186136551e+00 1.514267789839553568e+00 1.269471816180701929e+00 2.436656509299962803e+00 2.513827402586170656e+00 1.259953780065229623e+00 2.220075801747637190e+00 7.818594414363889966e-02
1.502635120211955000e+00 1.693620201438416906e-01 1.080270600200800235e+00 3.327162955471441474e+00 1.898810040453593917e+00 7.820685848670080320e-01 2.475876714962651715e+00 1.137501117072017731e+00 9.429213140404009430e-02 3.028984568625263663e+00 3.123287230505938261e+00 1.873646196114369555e+00 3.037183517046144754e+00
1.225382256153513261e+00 1.250499114836965131e-01 5.517135198772493698e-01 1.023581243466341162e+00 2.551859412512351155e-01 1.815447667949272814e+00 6.105786433154852810e-01 1.102512211447858270e+00 2.782691405461798606e+00 2.788840801751568677e-02 2.620414118031909823e+00 2.761881177208274529e+00 8.807449829977325173e-01
1.351692275803730192e+00 1.627681008909953042e-01 6.111005541925402379e-02 2.272550462805445370e+00 1.931119949428213411e+00 3.139386274877883132e+00 2.245800098793480970e+00 3.234975590377600074e+00 2.341705524853298637e-01 2.662372622296837132e+00 1.107779193056863232e+00 2.659813867959761602e+00 1.994198791773953650e+00
1.221288283293762822e+00 1.959486751734178800e-01 2.580540631389531825e+00 7.202181412609692801e-01 7.182237500818078324e-01 2.453219021748910045e+00 2.358628092183525649e-01 9.391114287097342972e-01 2.566881537692310200e+00 1.649469589092551702e+00 1.317377270262987121e-01 3.725865958979602266e-01 3.352473815141392421e+00
1.396354206427672606e+00 2.369897555635270547e-01 3.554046256936005954e-01 2.036734797009719600e+00 3.758668756193128679e-02 2.565401545687495677e+00 2.625402725568396267e+00 2.149115472054616394e+00 1.249495814327734156e+00 1.444606954890802930e+00 2.706743098484952093e+00 3.327593580182402366e+00 2.606555448746299408e+00
1.301033874776445387e+00 8.970328205895737594e-02 2.679096183497556627e+00 8.497236433957673363e-01 1.640051903024881907e+00 2.700223848415307160e+00 2.710188496412140768e+00 2.736195024098450723e+00 1.697374985304907380e+00 1.539341846457498830e+00 2.475805238645525375e+00 2.143773403553486556e+00 2.395150952282226076e+00
1.308982757851303136e+00 1.183642812776896092e-01 8.288934261163560802e-01 2.256454923521707290e+00 3.223586635246743270e+00 1.769026130378745565e+00 9.984468621361620722e-01 2.583884152847029547e+00 9.541003635376689163e-01 6.513525431284367118e-01 1.437380119082661167e+00 2.808023079053452609e+00 7.276893508604471705e-01
1.280164885644958117e+00 1.162110375891333147e-01 2.891549889825842934e-01 2.492960601639634177e+00 8.056288462903536951e-01 1.655903439373960451e+00 5.963654240763046621e-01 9.012180514532349696e-01 1.401880559076325472e+00 1.366904966728336612e+00 1.614587356665158069e+00 1.630732833230341239e+00 1.474018954308256857e-01
1.553430892864016366e+00 1.128868292696198899e-01 3.210313904986414890e+00 1.500071852127240257e+00 8.736833128233923995e-01 1.155229762455211251e+00 1.257352371012835146e+00 2.111217923257064033e+00 7.234602335117501504e-01 2.575282015681967795e+00 2.309912462252819765e+00 1.951830574509421545e+00 2.501278336305066130e+00
1.457770809756739450e+00 1.380806513891886245e-01 1.291460516678816672e+00 2.221898069375096707e+00 2.557151773209926482e+00 3.230979184364144441e+00 2.466179374061698848e+00 1.378656238992043592e+00 2.514084849329803362e+00 1.561689881894791299e+00 1.745725900656532437e+00 6.152891630600700740e-02 1.122146293561766123e-01
1.519609373623156623e+00 1.233188115181856614e-01 1.155360406501433568e+00 1.127715113343311204e+00 2.987390792865585176e+00 3.389048695636164510e+00 6.712370525066747584e-01 5.771361552913638615e-01 5.988308415738945456e-01 2.416012311678052971e+00 1.621975544471039310e+00 2.496180941188770319e+00 3.153914562651315201e+00
1.358181947695533465e+00 1.195218825337891339e-01 2.692501968292963621e+00 7.241993952260783463e-01 1.665093641650267298e+00 1.703485999361711301e+00 1.671010962203527184e+00 2.134886621666423068e+00 3.391816453118866370e+00 2.838218291243651326e+00 2.486921026331898155e+00 3.146950920203663404e+00 2.975294154725164564e+00
1.229315241626166788e+00 1.284945276061421060e-01 3.141986806430594026e+00 2.033321016883493204e+00 6.839057817488988222e-01 3.149813936890193400e-01 3.469595140634524899e-01 9.090006499111404903e-01 3.006996537527793834e+00 1.899796628279528526e-02 2.477139876648745798e+00 9.217264163511065256e-01 2.101007647754322250e+00
1.326104933268264396e+00 1.086316327335040549e-01 4.164227129372765068e-01 3.059146160655922930e+00 1.046375518621389000e+00 1.764366581670978151e+00 9.588446400952590487e-01 4.329099562420949954e-01 8.353303428157439203e-01 3.307834418654127973e+00 1.070560057535558052e+00 1.638984929099160104e-01 2.029421424018927222e+00
1.433596238574529558e+00 1.218540595780489288e-01 3.128521909242565346e-01 2.055075094438444605e+00 1.312952196809032523e+00 2.055716148608123905e+00 2.723685134694138199e+00 1.602135589719388076e+00 2.328137448668035070e+00 2.040033488365619263e+00 2.216633896786125657e+00 3.170792351394443820e+00 2.133913132312386551e+00
1.325056398750336317e+00 1.611624049946415727e-01 2.972242701552253674e+00 2.590100677313100785e+00 5.166405553638856452e-01 2.780389254343779815e+00 2.511576561630425308e-01 1.011592547643370477e+00 2.604383678092213605e-01 8.515546142048983080e-01 3.287944857724780068e+00 1.594071634819596017e+00 6.260415964587821014e-01
1.297781611471864327e+00 1.456189587285852682e-01 2.540754039709891110e+00 3.301406173417541279e+00 2.783376759774930598e+00 1.847712438669976809e+00 3.295813722381720989e+00 2.640613379897994939e+00 6.311505035270615904e-01 1.279202209699312531e+00 2.054885157030128973e+00 4.546393032799128098e-01 8.918211019321464761e-01
1.257056956523583402e+00 8.529660707908816308e-02 1.909936566120820522e+00 2.450286993188198092e+00 3.084332527000531510e+00 1.431510902276425634e+00 2.300518779316407691e+00 2.876812799679536070e+00 8.600210151995296703e-01 1.236985503019808752e-01 6.620962148701556860e-01 2.503516918059008223e+00 1.146813844188899978e+00
1.405432454298076728e+00 1.300702779044630997e-01 1.672843418542557137e+00 1.702260637490945194e-01 1.968162132556285027e+00 2.035824636601010873e+00 1.393294584804012581e+00 3.105051895077234558e+00 2.033597522504621224e+00 2.832202312068267336e+00 2.601298224176708640e+00 9.495170146742937245e-01 1.932047494148489308e+00
1.307224386903447888e+00 1.121155940785786287e-01 1.865609860567610800e-01 1.966976925540766308e+00 1.220171005959888699e+00 2.313748175196957302e+00 3.154062177408373802e-01 7.364163028966377866e-02 2.605287113294463719e+00 2.748801661197788349e+00 9.536014243238550847e-01 2.973830099601031840e+00 2.849831738531143799e+00
1.232707112089627577e+00 1.447838565839782710e-01 2.823293282795249048e+00 1.794258172217341629e+00 2.185356369945704313e-01 1.483210427955658606e+00 1.737019118507714177e+00 7.507273935478464555e-01 3.130221500658715961e+00 1.331852509051447919e+00 3.189446289530988299e+00 1.942188700442973426e+00 2.678550033897916016e+00
1.312012101116350138e+00 1.455332856101101136e-01 1.722805756486794015e+00 1.504262466806211895e+00 3.024316304355556095e+00 3.091139480048386901e+00 2.015820743237040080e+00 2.437425754669672262e+00 1.510351891023734350e+00 1.729799847025992987e+00 4.451543803688639001e-01 1.945404538788551907e+00 2.203112385426821973e+00
1.360671636763651104e+00 1.446396666397077868e-01 2.889245057986921328e+00 1.076635304146966315e-01 2.165421577884158566e+00 1.149900446305304857e+00 1.307661308226878205e+00 3.338182362782213808e+00 9.177008200257492643e-01 2.042826462229931916e+00 1.349552077525111748e+00 2.224412420824736003e+00 1.297604266137146745e-01
1.301033874776445387e+00 8.970328205895737594e-02 2.679096183497556627e+00 8.497236433957673363e-01 1.640051903024881907e+00 2.700223848415307160e+00 2.710188496412140768e+00 2.736195024098450723e+00 1.697374985304907380e+00 1.539341846457498830e+00 2.475805238645525375e+00 2.143773403553486556e+00 2.395150952282226076e+00
1.488490412352863279e+00 9.724544962911157997e-02 2.374985924486231192e-01 1.321754346970712035e+00 1.488275919378292844e+00 8.690697892558367776e-01 3.235389632437509544e+00 2.062037933394101685e+00 9.472722308525431956e-01 2.332088738436615127e+00 2.509024457288754117e+00 3.126585465929132557e+00 6.412044979464631700e-01
1.152179508947768660e+00 1.496872078457688326e-01 1.505685595472874061e+00 2.553478034447879352e+00 1.089398737079880553e+00 8.436617501506821215e-01 8.769228623047633508e-01 1.650928435311219689e+00 2.927379725369310570e+00 3.112230600029474825e+00 1.546856141657722006e+00 4.916753745699181666e-01 4.166121562472280271e-01
1.348384745891441083e+00 9.374288411948189514e-02 6.842714579515954965e-01 2.291373220424832713e+00 1.665788144968222806e+00 1.632546032728438679e+00 9.396100467289827396e-01 9.585958032206014501e-01 1.831048026444058285e+00 2.108614444415597422e+00 1.811976696209804283e+00 2.972560011591943052e+00 3.113877560831685987e+00
1.474890400070176133e+00 8.895112637164619140e-02 2.015558151897693495e+00 3.048552776254358054e+00 1.042128463794365523e+00 1.072186384683509575e+00 2.247308147311155135e+00 2.913147093170340707e+00 2.254973686154571001e-04 2.713252372921972633e+00 2.388880415239077681e+00 2.568812505866080897e+00 7.078139641797916992e-01
1.200894550411710116e+00 1.169729854536057240e-01 2.643905182600440718e+00 2.956367156249017469e+00 2.815012526646103463e-01 2.023037001908118082e+00 1.540816333042135389e+00 3.354593295532983799e+00 2.915036407019686027e-01 3.244686229367639729e+00 5.076084107131615397e-01 7.534282487831606145e-01 2.656651659408721500e+00
1.679272223151452526e+00 6.704372783102996447e-02 2.955993842065162358e+00 2.159426911628428591e+00 1.055094134910172121e+00 3.320079858960821806e+00 2.349526506604556086e+00 3.069062880170606800e+00 1.681003329013965875e+00 2.467260499701300791e+00 1.409736262012623920e+00 3.876175697617051386e-01 1.039724220688944989e+00
1.395893920213436390e+00 1.239653109406503306e-01 3.306428769727258743e+00 8.301591048598753186e-01 1.473051401464754440e+00 3.390262696829975386e+00 2.717614947496365563e+00 2.401125120221071274e+00 1.395070484576703684e+00 2.607490781217725040e+00 1.226080255252996576e+00 2.802238695912472544e+00 3.064184034549672919e-01
1.495232566127276286e+00 9.874911733588481733e-02 2.725977196980399864e+00 3.073778592259572839e-01 1.465184312432670666e+00 2.494666927885272667e+00 1.827902783795713804e+00 4.884285664376007974e-01 1.701605431838063343e+00 2.936856461888782910e+00 1.965500341081214186e+00 2.114968414404524655e+00 1.348982978649905462e+00
1.460809119213051677e+00 1.310625483350789378e-01 2.628625269929020014e+00 2.656158724833193929e+00 2.068963244285108694e+00 3.209667889149731224e+00 2.882417384182335507e+00 2.393177479712671474e+00 1.030965533027206726e+00 2.986662941117147696e+00 1.603957905454932886e+00 2.312421307593370390e+00 1.436768868787231535e+00
1.044542312962766450e+00 1.953789579182101388e-01 1.976184338806013630e+00 5.401875711490782273e-01 1.624541022781790689e+00 2.757696280709431402e+00 2.146321987891282479e+00 1.174062150538532245e+00 2.810369747553488118e+00 1.611724969283298670e+00 1.491396654726833804e+00 1.778672897579875567e+00 1.974266234859780811e+00
1.425697802934875913e+00 1.562860268273404962e-01 1.395795426903092551e+00 7.211657968355572601e-01 4.557543099446987878e-01 1.069614722137738783e+00 2.499791510298186026e+00 9.815164591648891657e-01 2.549878515994239980e-01 1.635205094305527684e-01 1.531025812896308069e-01 1.550556437841042356e+00 1.781153706947016913e+00
1.210710869885065266e+00 1.200316994169846746e-01 5.207597463720523567e-01 1.674191171339975970e+00 1.262912832264286855e-01 2.716300171321992085e+00 1.196277958421892773e+00 6.225774352722673877e-01 1.108089767302353756e+00 1.397562380811275595e+00 8.420694669110861952e-02 1.876431129562220190e-01 9.080652071141538384e-01
1.291317004600848861e+00 1.597922897719275814e-01 3.106029775908088819e+00 1.112488337263679572e+00 2.521336493900680154e+00 2.890803524533941626e+00 2.505452547431885613e+00 3.390999089159999480e-01 2.636137104508409212e-01 1.688287743958047926e+00 3.275056453912145393e+00 1.883809951049741027e+00 9.385158019936052920e-01
1.321382304267037622e+00 1.360938510431889126e-01 3.154055953207364649e+00 3.065210272616071041e+00 1.011782602843867673e+00 2.436023694314439769e+00 2.441704264850013573e+00 7.396778826801392315e-02 1.055121554523497096e+00 1.826245382856010124e+00 4.862902446116642019e-01 1.243610717804143562e+00 1.215998423566101883e+00
1.547954150593808142e+00 9.557195085622255393e-02 3.025561928356311103e+00 4.042127401931020492e-01 2.743839879693249717e+00 2.312954435452296842e+00 1.334918749228149570e+00 3.103880452443089855e+00 2.768265813211126858e+00 1.703134687573753525e-01 3.241985713385248769e+00 5.913220690235267973e-01 8.259000757183009300e-01
1.261133391084914734e+00 9.909067980594839231e-02 2.523686307150021513e+00 2.255489092607959822e+00 2.837943921170461570e-01 2.440597544543713138e+00 1.427826912386021829e-01 1.324021203500358679e+00 1.506947146047233899e+00 9.290248412010182477e-02 2.702439821486344762e+00 2.711752727132464180e+00 2.771326159220641294e+00
1.278340301341490903e+00 1.247983778196531945e-01 2.251642052951575046e+00 7.135567025952207487e-01 9.451156138158067765e-01 1.488695546410868209e+00 2.074795315218336267e+00 3.254243562814509438e+00 2.418014653371587830e+00 1.125460745144794272e-01 7.145702133570869252e-01 1.828217451831998908e+00 1.789641517242503532e+00
1.449717447586688968e+00 1.232392755722115513e-01 2.095755214020159851e+00 2.775440787864507097e+00 3.231417283831593323e+00 3.071605635802286294e+00 3.121820457590755993e+00 1.060943544775544645e+00 3.060489293448567683e+00 1.026733024813958117e+00 1.760109389595420293e+00 8.924682959679031136e-01 1.964498144721773087e+00
1.334480858013338045e+00 1.430889788793303086e-01 2.422766160197498131e+00 1.947915636179737398e+00 1.695362054756477388e+00 1.513538055161516738e+00 1.549465666395125896e-01 2.219906857001578082e+00 3.057084393839359038e+00 4.306433899953475142e-01 1.384326375180188862e+00 1.090956744992785721e+00 7.520544959404120711e-01
1.195837834920647991e+00 1.522705796968395198e-01 2.044257835625449715e+00 3.378143205955225437e+00 1.578798858260073823e+00 2.973939435506030460e+00 2.955252717370620452e+00 4.433993151067618793e-02 2.291086999721529516e+00 2.099156823191208776e+00 2.498433496424607714e-01 6.013892797409410296e-01 2.216767967712277798e+00
