,alpha_gluon,beta_gluon,alpha_up,beta_up,epsilon_up,gamma_up,alpha_down,beta_down,epsilon_down,gamma_down,norm_sigma,alpha_sigma,beta_sigma
2380,1.49523e+00,9.87491e-02,2.72598e+00,3.07378e-01,1.46518e+00,2.49467e+00,1.82790e+00,4.88429e-01,1.70161e+00,2.93686e+00,1.96550e+00,2.11497e+00,1.34898e+00
2381,1.44537e+00,1.36555e-01,3.15153e+00,2.19457e+00,2.59177e-01,6.72645e-02,2.87751e-01,6.80978e-01,1.63886e+00,9.64289e-01,1.89899e-01,4.03749e-01,1.23392e+00
2382,1.28586e+00,1.08496e-01,9.81901e-01,8.35404e-01,8.88689e-01,1.28788e+00,8.67348e-01,2.34723e+00,2.46986e+00,1.73354e+00,2.20313e+00,2.38107e-01,1.46296e+00
2383,1.67143e+00,1.23815e-01,3.37747e-01,1.89404e+00,1.40934e+00,1.93121e+00,2.52910e+00,1.94232e+00,2.32169e+00,1.98999e+00,3.26890e+00,1.73718e+00,1.06934e+00
2384,1.36690e+00,1.25583e-01,6.19398e-01,7.92886e-01,1.18091e+00,7.46568e-01,2.03262e+00,8.77291e-01,1.07560e+00,1.00492e+00,5.25678e-01,1.73784e+00,1.11932e+00
2385,1.26555e+00,1.52652e-01,3.28044e+00,6.71446e-01,2.97488e+00,2.37578e+00,4.48917e-01,1.03954e+00,1.79776e+00,5.73293e-01,3.31255e+00,1.16753e+00,2.75473e+00
2386,1.40107e+00,8.95446e-02,7.13631e-01,2.02312e-01,2.73906e-01,2.30826e+00,2.34587e+00,2.94531e+00,3.09528e+00,3.03778e+00,1.35718e+00,2.42198e-02,9.94017e-01
2387,1.33304e+00,1.14810e-01,2.85653e+00,3.26368e+00,1.80239e+00,6.71344e-01,2.21021e-01,8.45511e-02,4.99286e-01,2.57465e+00,2.79835e+00,2.21062e+00,7.26520e-01
2388,1.31546e+00,5.34855e-02,5.29245e-01,8.96102e-01,3.14457e+00,3.35080e+00,1.09510e+00,2.42431e+00,2.74960e+00,6.07385e-02,3.33289e+00,2.16663e+00,8.20609e-01
2389,1.20689e+00,2.22093e-01,6.68402e-01,1.06125e+00,3.01521e+00,2.86664e+00,1.17603e+00,2.29488e+00,4.99154e-01,1.24256e+00,2.57889e+00,2.74546e-01,1.33761e+00
2390,1.26708e+00,1.44457e-01,7.96588e-02,3.06749e-01,4.53004e-01,4.27909e-01,5.00160e-01,9.22876e-01,1.13097e+00,2.55276e+00,2.42716e+00,2.02579e+00,3.35951e+00
2391,1.49898e+00,1.44945e-01,2.99974e-01,1.61240e+00,2.93918e+00,1.27658e+00,3.15946e+00,8.97082e-01,2.94771e+00,3.13464e+00,1.52075e+00,1.64383e+00,3.26890e+00
2392,1.57746e+00,1.40412e-01,9.59215e-02,1.80310e+00,1.20262e+00,7.91273e-01,2.20755e+00,8.92664e-01,1.41295e+00,1.83168e+00,1.52637e+00,1.47811e+00,2.28583e+00
2393,1.50530e+00,5.28279e-02,2.87261e+00,5.78534e-02,2.78034e+00,1.45159e+00,2.81016e+00,6.01125e-01,2.84150e+00,9.53596e-01,1.45137e+00,2.79773e+00,1.77812e+00
2394,1.53257e+00,2.03878e-01,9.36510e-01,2.26601e+00,1.27021e+00,1.93313e+00,1.57732e+00,8.32891e-01,1.53618e+00,2.74721e+00,2.55485e+00,1.44025e+00,1.78699e-01
2395,1.56691e+00,1.28722e-01,6.12434e-01,1.70792e+00,2.23287e+00,2.82641e+00,1.57221e+00,2.10832e-01,6.78867e-01,2.44209e+00,1.19937e-01,1.76633e+00,3.27682e+00
2396,1.45667e+00,9.56417e-02,7.19427e-01,1.72219e+00,2.55893e+00,3.19554e+00,4.47950e-01,9.29353e-01,6.25262e-01,1.69373e+00,2.18204e-01,9.66865e-01,5.04410e-02
2397,1.53885e+00,1.55903e-01,9.66435e-01,7.77309e-01,2.28429e+00,1.34778e+00,6.71201e-01,3.06713e-01,3.24782e+00,3.31776e+00,1.31959e+00,1.23092e+00,3.36975e+00
2398,1.71294e+00,6.42676e-02,4.83364e-01,2.36680e+00,1.83655e+00,3.29126e+00,2.06914e+00,3.25081e+00,9.65455e-01,1.06144e+00,1.99420e+00,5.48624e-01,2.59585e+00
2399,1.30794e+00,1.14407e-01,2.76607e-01,3.27889e+00,4.65427e-01,9.06320e-01,1.08014e+00,3.17257e+00,1.57139e+00,9.22827e-01,1.71128e+00,2.05790e+00,2.10915e+00
2400,1.33845e+00,1.82475e-01,1.26651e+00,3.15403e+00,1.24925e+00,5.71115e-01,1.36824e+00,3.44557e-01,1.69077e+00,1.51785e+00,2.52479e+00,1.54354e+00,2.03852e+00
2401,1.61529e+00,7.11104e-02,2.16767e+00,2.91900e+00,2.65335e+00,2.24881e+00,1.57328e-01,2.14971e+00,2.92899e+00,1.08956e+00,1.47003e+00,4.31816e-01,4.04656e-01
2402,1.30262e+00,1.10856e-01,2.99549e+00,8.55706e-01,1.51922e-01,1.25493e+00,6.24271e-01,1.09547e+00,1.12411e+00,2.10962e-01,2.71275e+00,1.39242e+00,2.91968e+00
2403,1.12472e+00,1.65116e-01,3.05639e+00,1.26576e+00,2.28568e+00,1.84173e+00,1.89875e+00,6.83085e-01,3.96683e-02,1.39389e+00,3.25589e+00,2.98456e+00,2.22608e+00
2404,1.32690e+00,8.92753e-02,1.25012e+00,2.43903e-01,1.41162e-01,1.58410e+00,1.97628e+00,1.60543e+00,2.44025e+00,1.78458e+00,2.89708e-01,1.29356e+00,1.25952e-01
2405,1.37375e+00,8.20683e-02,2.83266e+00,3.16644e+00,1.13972e+00,2.60580e+00,8.02555e-02,1.07213e+00,1.76255e+00,3.11404e+00,2.24339e+00,3.25777e+00,1.26012e+00
2406,1.51659e+00,1.16473e-01,1.93297e+00,1.41762e+00,2.44128e+00,2.52449e+00,2.00981e+00,2.81761e+00,3.39572e+00,2.65794e+00,1.00576e+00,7.07325e-01,1.40469e-01
2407,1.22424e+00,1.68167e-01,5.20260e-02,2.48478e+00,9.97513e-01,2.43919e+00,1.49615e-01,2.27698e+00,2.06891e+00,2.36935e+00,1.09476e+00,2.10134e+00,1.69344e+00
2408,1.30916e+00,1.08094e-01,2.51354e+00,1.73834e+00,3.30911e+00,2.43083e+00,2.85981e+00,8.70690e-01,9.70620e-01,3.35268e+00,2.17252e+00,3.04333e+00,7.50649e-01
2409,1.28593e+00,1.50071e-01,1.50191e+00,1.67068e-01,1.27326e+00,1.36600e+00,1.80670e+00,1.91759e+00,3.06323e+00,2.89386e+00,1.45501e+00,6.23450e-01,2.91707e-01
2410,1.38135e+00,9.10511e-02,2.26711e-01,1.54385e+00,2.04033e+00,3.63927e-01,2.10927e+00,1.10183e+00,2.10901e+00,1.16627e+00,2.39833e+00,1.99836e+00,1.78576e+00
2411,1.30891e+00,1.22432e-01,6.59692e-01,1.88898e+00,2.31408e+00,1.72300e-01,1.39948e+00,3.37819e+00,1.92309e+00,2.26951e+00,1.78741e+00,3.86919e-01,1.28092e+00
2412,1.40776e+00,9.15061e-02,3.25548e+00,3.09517e+00,2.56060e+00,2.96450e+00,2.53455e+00,1.34416e-01,1.90768e+00,2.03896e+00,5.15490e-01,3.33301e+00,7.18739e-01
2413,1.46938e+00,1.19715e-01,1.05257e+00,2.84506e-01,2.71469e-01,2.34394e-01,7.05281e-01,3.07147e-01,2.54904e+00,3.04821e+00,1.79858e+00,1.17240e+00,1.94793e+00
2414,1.34154e+00,1.25548e-01,1.46159e+00,3.17678e-01,2.33911e+00,2.43414e+00,4.67165e-01,2.33710e+00,1.56757e+00,3.94693e-01,3.06726e+00,3.32259e-02,1.41765e+00
2415,1.19806e+00,1.11838e-01,1.41761e+00,2.55103e+00,2.78759e+00,2.47971e+00,4.55547e-01,1.46266e+00,3.29833e+00,2.11172e+00,1.96265e+00,1.70556e+00,3.12395e+00
2416,1.31690e+00,1.11715e-01,2.49155e+00,2.56106e+00,1.31533e+00,2.21157e+00,1.35647e+00,2.50505e+00,1.99386e+00,6.73407e-01,1.00094e+00,2.07765e+00,2.40838e+00
2417,1.29731e+00,1.00924e-01,1.42015e-01,1.60301e+00,3.13492e+00,3.12964e+00,2.30432e+00,2.80556e+00,2.68331e+00,2.33422e+00,2.04374e+00,2.62289e+00,2.30465e+00
2418,1.21971e+00,1.28314e-01,1.10837e+00,1.65497e+00,2.93138e+00,6.13780e-01,1.57132e+00,3.33917e+00,1.64900e+00,2.03141e-01,5.37066e-01,2.02299e+00,3.17106e+00
2419,1.40309e+00,1.23384e-01,6.13494e-01,2.54311e+00,5.98486e-01,3.09168e+00,2.19094e+00,3.24557e+00,1.77926e-01,1.02273e+00,1.84692e+00,2.00294e+00,2.44972e+00
2420,1.37764e+00,1.34753e-01,1.79711e+00,1.98334e+00,1.06180e+00,2.04830e+00,2.42384e+00,1.85048e+00,2.62008e+00,1.14381e+00,1.13693e-01,1.29205e+00,2.76579e+00
2421,1.66262e+00,1.41727e-01,1.24569e+00,5.84299e-01,6.22304e-01,3.06831e+00,3.02140e+00,3.36159e+00,3.38814e+00,2.18750e+00,1.88988e+00,2.19905e+00,1.74035e+00
2422,1.12258e+00,1.79393e-01,2.00690e+00,2.05092e+00,2.53888e+00,5.72169e-01,8.79674e-01,2.73652e+00,1.14779e+00,3.28743e-01,3.17908e+00,7.33439e-01,9.16433e-01
2423,1.29984e+00,7.51970e-02,2.46856e+00,2.37457e+00,1.96595e+00,3.04034e+00,3.36870e+00,6.72656e-01,3.24108e+00,2.72196e+00,1.28951e+00,5.37656e-01,2.67588e+00
2424,1.30793e+00,1.46633e-01,1.86947e+00,4.45360e-01,3.30446e+00,2.89600e+00,1.76854e+00,1.62147e+00,1.06332e+00,9.70110e-01,6.75524e-01,6.24043e-01,1.02696e+00
2425,1.45536e+00,4.89821e-02,1.16735e+00,2.88148e+00,1.62028e+00,4.06140e-01,1.30095e+00,1.23813e+00,2.32761e+00,7.36549e-01,3.01372e+00,3.31309e+00,3.13746e+00
2426,1.39139e+00,4.68457e-02,1.91407e+00,1.74064e+00,2.98931e+00,6.06745e-01,1.42868e+00,2.46851e+00,1.02448e+00,8.39446e-01,1.05001e+00,7.21326e-01,3.08622e+00
2427,1.18890e+00,1.35175e-01,5.34620e-01,1.78769e+00,2.60463e+00,3.31688e+00,2.50648e+00,3.17864e-01,4.81018e-01,1.78810e+00,1.98513e+00,1.00765e+00,2.08384e+00
2428,1.63718e+00,5.62415e-02,7.32812e-01,9.20758e-02,7.67446e-01,1.29910e+00,2.79424e+00,5.33905e-01,3.11848e+00,2.70482e+00,9.09773e-01,2.94377e+00,3.36001e+00
2429,1.62545e+00,1.45697e-01,9.70290e-01,7.62957e-01,1.24811e+00,6.72055e-01,1.62327e+00,1.97606e-01,2.03332e+00,1.70920e+00,1.57062e+00,2.62283e-01,3.11470e+00
2430,1.31578e+00,8.90532e-02,9.02701e-02,3.06248e-01,1.30860e+00,1.66256e+00,5.88128e-02,1.99531e+00,3.39241e+00,2.15448e+00,1.90579e+00,3.22974e-01,1.54649e+00
2431,1.57896e+00,1.80019e-01,1.63840e+00,2.93599e+00,3.08506e+00,8.63646e-01,2.20639e+00,2.62432e+00,2.57929e-01,1.34861e+00,3.57169e-01,1.51214e+00,2.96745e+00
2432,1.67516e+00,4.80861e-02,2.07085e+00,1.80550e+00,3.23376e+00,1.00424e-01,4.30211e-01,2.36353e-01,2.71075e-01,2.14547e+00,2.49851e+00,2.28801e+00,2.66791e+00
2433,1.51778e+00,1.52745e-01,2.29043e+00,1.71167e+00,2.14403e+00,4.02405e-01,1.60694e+00,2.14634e+00,2.57175e+00,9.38453e-01,1.03262e+00,7.95857e-01,5.14339e-01
2434,1.13502e+00,1.53478e-01,6.90283e-01,9.35446e-03,2.36877e+00,2.93625e+00,2.55496e+00,1.57325e+00,8.66083e-01,6.98672e-01,8.55442e-02,2.63058e-02,3.53640e-01
2435,1.58771e+00,7.90035e-02,1.64646e+00,2.49280e+00,1.15135e+00,1.16113e+00,1.45426e+00,3.05386e+00,2.28852e-01,2.64661e+00,1.64001e+00,9.35498e-01,3.37324e+00
2436,1.44453e+00,9.90245e-02,1.50997e+00,1.71671e+00,1.49142e+00,3.33447e+00,3.37006e-01,8.37960e-01,3.16731e+00,2.41006e+00,3.32522e+00,2.21569e+00,2.48596e+00
2437,1.65034e+00,1.32013e-01,9.98277e-01,1.28885e+00,2.10804e+00,1.60842e+00,1.12201e-01,3.34873e+00,9.93646e-01,2.97436e+00,1.35403e+00,4.65115e-01,1.80158e+00
2438,1.51102e+00,4.77431e-02,7.25546e-02,1.45571e+00,2.05046e+00,3.55208e-01,2.47886e+00,8.09174e-01,8.11946e-01,2.50727e-01,6.76207e-01,3.05638e+00,1.87872e+00
2439,1.51482e+00,9.32685e-02,1.41762e+00,2.22246e+00,7.61047e-02,3.27793e+00,3.86004e-01,1.10135e+00,2.93896e+00,3.22370e+00,1.31515e+00,1.96113e+00,9.51594e-01
2440,1.27646e+00,1.73954e-01,1.12509e+00,4.70777e-01,8.46030e-01,1.94408e+00,2.03839e+00,1.18830e+00,1.65855e+00,1.20859e+00,8.54201e-02,2.96498e+00,3.19982e+00
2441,1.23900e+00,1.61218e-01,1.87143e-02,2.36470e+00,2.04590e+00,6.77496e-01,2.80131e+00,1.75766e+00,2.83898e+00,2.13446e+00,2.79995e+00,9.83089e-01,3.00167e+00
2442,1.44582e+00,7.03523e-02,1.40681e+00,2.94378e+00,2.12841e-01,8.96688e-01,3.38012e+00,4.51338e-01,1.03215e+00,1.71151e+00,1.61689e+00,1.19455e+00,2.50928e+00
2443,1.22932e+00,1.28495e-01,3.14199e+00,2.03332e+00,6.83906e-01,3.14981e-01,3.46960e-01,9.09001e-01,3.00700e+00,1.89980e-02,2.47714e+00,9.21726e-01,2.10101e+00
2444,1.16696e+00,1.71594e-01,2.51263e+00,2.13238e+00,3.32748e+00,2.75329e+00,1.61905e+00,2.89675e+00,5.49780e-01,1.83322e+00,1.06351e+00,2.71508e+00,5.70601e-01
2445,1.19584e+00,1.51265e-01,2.79655e+00,3.16526e+00,1.11247e+00,1.29361e+00,4.92317e-01,3.21667e+00,1.71748e-01,1.52607e-02,1.88322e+00,3.33183e+00,2.29340e+00
2446,1.20231e+00,1.52597e-01,5.11338e-01,1.88995e+00,2.03991e+00,1.41470e+00,1.72930e+00,5.30432e-01,2.59817e+00,1.44299e-01,7.44529e-01,1.67808e+00,1.90610e+00
2447,1.26967e+00,1.47760e-01,2.54600e-01,2.41459e+00,1.32359e+00,3.03847e+00,2.38392e+00,1.09123e+00,5.23540e-01,2.08030e+00,2.02957e-01,1.66361e+00,1.84273e+00
2448,1.37205e+00,1.37843e-01,3.36944e+00,3.09599e-01,2.98713e+00,1.16899e+00,3.33641e+00,2.89157e+00,2.55765e-02,1.50508e+00,1.45362e+00,4.69909e-01,4.08073e-01
2449,1.40745e+00,1.12708e-01,9.38298e-02,7.92306e-02,5.64476e-01,2.57075e+00,1.57667e+00,2.21173e+00,3.01328e+00,2.95697e+00,3.00330e+00,3.76376e-01,2.90391e+00
2450,1.51128e+00,1.13378e-01,3.13466e+00,2.39836e+00,1.00130e+00,1.92842e+00,1.12644e+00,1.07493e+00,7.52220e-01,1.97168e+00,2.89496e+00,1.10043e+00,1.08162e+00
2451,1.32033e+00,1.60172e-01,2.59922e+00,3.09925e+00,1.11731e+00,3.39000e+00,2.99017e+00,5.50160e-01,2.93414e+00,2.01505e+00,2.54544e+00,2.43654e+00,2.17694e+00
2452,1.33781e+00,1.02739e-01,8.78419e-01,3.48838e-02,3.45389e-01,5.20089e-01,2.02278e+00,2.95809e+00,4.00721e-02,3.03235e+00,2.40432e+00,1.45782e+00,2.10037e+00
2453,1.35169e+00,1.62768e-01,6.11101e-02,2.27255e+00,1.93112e+00,3.13939e+00,2.24580e+00,3.23498e+00,2.34171e-01,2.66237e+00,1.10778e+00,2.65981e+00,1.99420e+00
2454,1.27275e+00,1.00312e-01,5.20200e-01,6.24522e-01,1.53787e+00,7.08717e-01,1.55730e+00,6.72447e-01,3.32756e+00,2.15507e-01,2.40928e-01,1.61486e+00,1.60409e+00
2455,1.38522e+00,1.32495e-01,1.54936e+00,3.00495e+00,8.63356e-01,3.42898e-01,1.54975e+00,1.23929e+00,1.29186e+00,1.09343e+00,2.82288e+00,1.20062e+00,4.19566e-01
2456,1.59323e+00,7.49529e-02,1.43109e+00,9.99545e-01,2.42945e+00,3.30972e+00,2.35476e+00,1.30155e-02,1.63180e+00,4.88845e-01,3.30542e+00,1.68443e+00,2.89545e+00
2457,1.41174e+00,1.10473e-01,1.17685e+00,3.01041e+00,3.01227e+00,2.43942e+00,1.26309e+00,1.79588e+00,2.79895e+00,2.92309e+00,9.84977e-01,2.16712e+00,3.03536e+00
2458,1.40107e+00,8.95446e-02,7.13631e-01,2.02312e-01,2.73906e-01,2.30826e+00,2.34587e+00,2.94531e+00,3.09528e+00,3.03778e+00,1.35718e+00,2.42198e-02,9.94017e-01
2459,1.40130e+00,1.25133e-01,9.45069e-01,5.12513e-01,2.82712e+00,1.18548e+00,2.16396e+00,2.85948e+00,3.05752e+00,5.69934e-01,2.34072e+00,2.75088e+00,1.76396e+00
2460,1.17252e+00,1.50230e-01,2.71886e-01,4.92967e-01,1.52513e+00,1.49395e+00,1.95366e+00,1.46877e+00,2.95914e+00,1.50686e+00,2.32447e+00,1.20908e+00,1.90439e+00
2461,1.57309e+00,6.39925e-02,2.83690e+00,1.15640e+00,1.50565e+00,3.00939e+00,2.97533e+00,1.38880e+00,2.87554e+00,3.07943e+00,4.18844e-01,3.16179e+00,1.20511e+00
2462,1.46512e+00,9.42491e-02,1.31062e+00,1.99864e+00,1.72485e+00,2.83688e-02,9.00770e-01,1.39807e+00,1.76838e+00,2.35790e+00,4.37881e-01,7.87586e-01,2.77966e-01
2463,1.75182e+00,8.08037e-02,1.04176e-01,6.77398e-01,2.05378e+00,1.89269e-01,5.18766e-02,1.59670e+00,7.42215e-01,1.07189e+00,1.55371e+00,1.04806e+00,3.13173e+00
2464,1.28131e+00,1.16893e-01,2.15291e+00,2.91708e+00,6.92578e-01,4.22516e-01,2.75299e-01,1.00027e+00,2.18544e+00,2.05547e+00,4.42478e-01,7.95851e-01,2.63417e+00
2465,1.11285e+00,2.87359e-01,2.58303e+00,1.23587e+00,1.58405e+00,3.99868e-01,2.79864e+00,6.44357e-01,5.88658e-01,3.20703e+00,2.55058e-01,1.99690e+00,5.41423e-01
2466,1.46259e+00,8.56858e-02,1.06286e-01,2.81952e+00,3.13547e+00,2.32662e+00,2.85076e+00,2.30244e+00,3.67771e-01,1.96062e+00,7.41333e-01,7.70444e-01,2.87501e+00
2467,1.38101e+00,2.20166e-01,2.04575e+00,3.51099e-01,3.20270e+00,2.66103e+00,2.67468e-01,1.87017e+00,1.24164e+00,2.33798e+00,2.44391e+00,4.25139e-01,1.88107e+00
2468,1.06668e+00,1.79451e-01,1.86102e+00,2.59269e+00,2.85721e+00,2.16592e+00,2.53677e+00,1.75342e+00,1.52809e+00,2.76634e+00,3.37462e+00,1.85945e+00,3.33208e+00
2469,1.40419e+00,1.19105e-01,9.43361e-01,6.03038e-01,2.07594e+00,1.51212e+00,5.65804e-01,4.31736e-02,5.62004e-01,1.56826e-01,1.28060e+00,2.69521e+00,3.19137e+00
2470,1.33856e+00,1.57460e-01,1.81981e+00,9.75327e-01,1.72622e+00,9.56682e-01,1.44706e+00,1.61377e+00,1.27286e+00,1.86891e+00,3.13154e+00,2.26220e+00,2.45314e+00
2471,1.27323e+00,1.21089e-01,3.03530e+00,3.30345e+00,7.31417e-01,2.65093e-01,9.53601e-01,2.53683e+00,1.76237e+00,2.70813e+00,2.75849e+00,2.60098e+00,3.36262e+00
2472,1.30884e+00,1.49254e-01,1.62473e+00,5.55394e-02,2.82173e+00,1.11527e+00,1.76059e+00,1.14721e+00,1.17477e+00,2.38497e+00,7.65288e-01,1.16294e+00,1.96764e+00
2473,1.30429e+00,1.46691e-01,2.92922e-01,1.81376e+00,2.79430e+00,1.29499e+00,1.99835e+00,1.78589e+00,7.76264e-01,1.01825e-01,1.46998e+00,2.49940e+00,1.19215e+00
2474,1.32766e+00,1.09764e-01,2.94409e+00,7.58548e-01,1.88898e+00,2.25036e+00,1.84164e+00,2.04131e+00,8.14497e-01,2.49235e+00,1.66140e+00,1.65690e+00,1.69880e+00
2475,1.30343e+00,1.21686e-01,3.09366e+00,1.04156e+00,5.17573e-01,1.67824e+00,3.10389e+00,2.93701e+00,9.13219e-01,2.77334e+00,2.84409e+00,1.69597e-01,2.90589e+00
2476,1.42803e+00,1.10225e-01,7.10169e-01,2.05532e+00,9.11133e-01,1.75194e+00,1.05051e+00,9.23063e-01,1.97538e+00,1.44747e+00,2.79345e+00,3.28469e+00,6.07388e-01
2477,1.17344e+00,1.46214e-01,5.89082e-02,2.05027e+00,1.89783e+00,1.26433e+00,1.11113e+00,1.83491e+00,4.55774e-01,2.46053e+00,2.24415e+00,2.21101e+00,9.21811e-01
2478,1.38339e+00,8.60894e-02,2.45271e+00,2.39734e+00,2.14678e+00,1.68185e-01,2.13358e+00,8.38191e-01,8.39063e-01,2.35825e+00,8.32313e-02,5.43562e-01,1.45088e+00
2479,1.37103e+00,1.20685e-01,2.69452e+00,1.31938e+00,2.10923e+00,4.36067e-01,6.97237e-03,1.58541e+00,1.16541e+00,1.18029e+00,6.23838e-01,3.15606e+00,2.68287e+00
2480,1.18294e+00,2.51308e-01,2.50091e+00,7.28825e-01,2.00476e+00,9.19494e-01,2.03349e+00,3.37247e+00,6.32697e-01,1.69998e+00,2.79876e+00,1.57423e+00,2.23263e+00
2481,1.17056e+00,2.10102e-01,8.75810e-01,1.18022e-01,4.57350e-01,1.89508e+00,2.66379e-01,1.16713e+00,2.13076e+00,6.68672e-01,6.41821e-01,1.81495e+00,2.39627e+00
2482,1.43488e+00,1.24239e-01,2.91703e+00,3.38416e+00,1.85026e+00,1.27092e+00,2.86081e+00,5.67605e-01,3.16813e+00,1.38128e+00,2.91670e+00,7.65847e-01,2.06777e-01
2483,1.23778e+00,1.77189e-01,1.87606e+00,2.70380e+00,2.37389e+00,6.60332e-01,1.22928e+00,2.56785e+00,2.36052e+00,1.23991e+00,2.92923e+00,2.99611e+00,3.19931e+00
2484,1.34080e+00,1.88935e-01,3.25388e+00,5.45204e-01,1.50875e+00,1.69057e+00,2.32236e+00,2.54199e+00,2.54668e-02,2.85145e+00,2.81445e+00,2.16140e+00,7.26841e-02
2485,1.40889e+00,1.32421e-01,1.29096e+00,2.79371e+00,5.12685e-01,1.66236e+00,3.17482e+00,2.18299e+00,2.53978e+00,2.08429e+00,9.00640e-01,1.92799e+00,2.48640e+00
2486,1.35383e+00,1.33907e-01,2.04987e+00,6.89704e-01,1.70671e+00,3.23843e+00,2.98964e+00,2.10999e+00,1.81919e+00,2.63765e+00,1.99695e+00,1.41745e+00,1.26578e+00
2487,1.49053e+00,1.64436e-01,4.99057e-01,2.52798e+00,1.52030e+00,2.15904e+00,1.30971e+00,3.12743e+00,2.84700e+00,5.76701e-01,1.86556e+00,2.38691e+00,3.02637e+00
2488,1.37507e+00,1.36849e-01,9.19565e-01,3.17703e+00,2.70521e+00,7.49570e-01,2.59092e+00,2.91895e+00,1.69537e+00,3.20395e+00,2.58800e-04,1.65226e+00,2.25358e+00
2489,1.43455e+00,1.19505e-01,5.91770e-01,8.17262e-01,1.75272e+00,6.64353e-01,2.33911e+00,2.63409e+00,1.09678e+00,2.38733e+00,9.05713e-01,1.28060e+00,2.14440e+00
2490,1.32560e+00,1.27113e-01,4.11226e-01,1.76687e+00,4.88858e-01,3.25776e+00,2.36775e+00,3.28376e-01,8.93870e-01,6.45000e-01,1.59035e+00,2.26568e+00,6.58427e-01
2491,1.52859e+00,9.33082e-02,3.19367e+00,1.52773e+00,3.26783e+00,9.20300e-01,4.42431e-01,1.83059e+00,1.56647e+00,2.34025e+00,1.63849e-01,2.90063e+00,2.95929e+00
2492,1.30722e+00,1.12116e-01,1.86561e-01,1.96698e+00,1.22017e+00,2.31375e+00,3.15406e-01,7.36416e-02,2.60529e+00,2.74880e+00,9.53601e-01,2.97383e+00,2.84983e+00
2493,1.23947e+00,1.44574e-01,2.62638e+00,4.13525e-01,4.17114e-01,1.41814e+00,6.53824e-01,8.61133e-01,2.52811e+00,1.58447e+00,5.11410e-01,3.14166e+00,2.64062e+00
2494,1.46512e+00,9.42491e-02,1.31062e+00,1.99864e+00,1.72485e+00,2.83688e-02,9.00770e-01,1.39807e+00,1.76838e+00,2.35790e+00,4.37881e-01,7.87586e-01,2.77966e-01
2495,1.31472e+00,1.20537e-01,5.88061e-01,2.04214e-01,1.22364e+00,3.16884e+00,1.62417e+00,2.54421e+00,2.46589e+00,2.58033e+00,2.85954e+00,3.04858e+00,1.42647e+00
2496,1.44248e+00,7.59622e-02,2.22849e-01,1.58349e+00,6.13802e-02,3.37078e+00,2.90614e+00,9.06980e-01,2.46955e+00,7.46178e-01,1.00294e+00,1.86809e+00,5.85220e-01
2497,1.66555e+00,7.10976e-02,2.36696e+00,1.75322e+00,3.59543e-01,2.02434e+00,2.15280e-01,1.47281e+00,4.06154e-01,2.72532e+00,2.41022e+00,2.36892e+00,2.21740e+00
2498,1.37433e+00,5.41922e-02,2.96919e+00,2.47660e+00,6.68553e-01,3.79324e-01,2.50034e+00,2.61839e+00,1.43754e+00,2.96134e+00,9.04255e-01,2.18030e+00,1.43507e+00
2499,1.21810e+00,1.03718e-01,6.54280e-02,1.30868e+00,1.74644e+00,7.89402e-02,2.65549e-01,2.64504e+00,9.85747e-01,1.81477e+00,3.30633e+00,2.43498e+00,1.01239e+00
2500,1.58587e+00,2.05509e-01,3.21881e+00,1.00945e+00,1.91116e+00,3.99178e-02,4.22427e-01,1.32162e+00,2.12824e+00,2.89530e+00,2.04953e+00,3.34182e-01,1.27647e+00
2501,1.43007e+00,6.77997e-02,3.28681e+00,3.26226e+00,2.46196e+00,1.27388e+00,1.44178e+00,2.97348e+00,1.38621e+00,6.58256e-01,2.73815e+00,2.69459e+00,1.60576e+00
2502,1.41050e+00,4.77677e-02,1.22267e+00,1.22398e+00,1.57171e+00,3.43811e-01,1.07945e+00,2.05736e+00,8.78514e-01,2.68998e+00,1.84887e+00,2.49536e+00,2.56917e+00
2503,1.40653e+00,1.14798e-01,2.81554e+00,1.80826e+00,2.51704e+00,2.25039e+00,2.51879e+00,1.00234e+00,3.29595e+00,2.31279e+00,1.46816e-01,1.51213e+00,3.12743e+00
2504,1.42935e+00,1.50723e-01,9.65893e-01,2.13080e+00,4.48588e-01,2.48225e+00,4.77248e-01,1.10794e+00,5.40660e-02,1.42528e+00,2.95264e+00,1.72750e+00,1.11546e-01
2505,1.19070e+00,1.49844e-01,1.27733e+00,1.48551e+00,2.28388e+00,2.65764e+00,1.51427e+00,1.26947e+00,2.43666e+00,2.51383e+00,1.25995e+00,2.22008e+00,7.81859e-02
2506,1.54165e+00,1.31851e-01,3.06147e+00,8.02411e-01,3.93558e-01,2.11106e+00,2.52292e+00,2.46394e+00,1.51653e+00,4.41041e-01,1.81067e+00,3.32053e+00,1.98895e+00
2507,1.32766e+00,1.09764e-01,2.94409e+00,7.58548e-01,1.88898e+00,2.25036e+00,1.84164e+00,2.04131e+00,8.14497e-01,2.49235e+00,1.66140e+00,1.65690e+00,1.69880e+00
2508,1.39926e+00,1.19074e-01,2.04651e+00,2.67560e-01,2.95015e+00,2.30228e+00,2.70477e-01,2.59961e+00,1.23782e-01,2.49272e+00,1.43627e+00,1.65017e+00,3.21122e+00
2509,1.27082e+00,2.00121e-01,2.50161e+00,1.21726e+00,3.26264e+00,5.91004e-01,2.30911e+00,6.59275e-02,1.18874e+00,2.32477e+00,1.65142e+00,2.34431e+00,2.74579e-01
